Timestamp,Please select your country:,What region do you work in?,What city do you work in?,Are you a chartered engineer?,What province do you work in?,What city do you work in?,Select your highest level of professional attainment?,What state do you live in?,What is your highest level of professional attainment?,What state do you work in?,What city do you work in?,Select your highest level of professional attainment?,Select your highest level of education attainment,Company Name (Optional),Company Head Count,What is your job title?,Which best describes your participation in the Civil Engineering industry?,Which sub discipline do you work in?,Do you work in the Public or Private sector?,How many years of post-graduate experience do you have in Civil Engineering?,What is your current salary?,If you received a sign-on bonus how much was it?,How much did you earn in discretionary bonuses?,What is the maximum contribution offered by your employer as a percentage of your salary for an ESOP?,What is the maximum contribution offered by your employer as a percentage of your salary for a 401k?,If you are a compensated with commission how much was your commission?,Is health insurance available?,How many days of paid time off do you receive per  year? (Sick time + Vacation Time),How many days per week do/can you work from home?,How many hours per week do you work on average?,How are you compensated for overtime?,Are you actively looking to change jobs?,Does your employer offer any student loan reimbursement?,Do you have a company vehicle?,"What is your overall job satisfaction considering your pay, work-life balance, benefits, community standing, and all other factors?","What salary would it take for you to change employers for a similar role, assuming the benefits are the same?",If there is any additional relevant information about your job you feel someone who looks at your responses needs to know please provide it below.,Please select your gender,"How many hours of paternity leave does your company offer, if any?","How many hours of maternity leave does your company offer, if any?"
8/13/2022 5:51:43,United States of America,,,,,,,,,Texas,Fort Worth,PE,Bachelors Degree,,6000,Project Manager ,Full Time,Water Resources,Private,14,154000,,170000,0,18,0,Yes but I still pay a premium,25,1,50,Not compensated (Exempt),No,No,No,9,Total Compensation matters more. ,Annual opportunity to purchase private stock funded by bonus. ,Male,80,I don’t know. 
8/13/2022 6:09:35,United Kingdom,Scotland,Edinburgh,No,,,,,,,,,Masters Degree,,30,Graduate Engineer,Full Time,Structural,Public,0,26000,0,1000,3,0,0,No,35,3,37.5,Straight time (1.0x),No,No,No,8,30000,,Male,0,
8/13/2022 6:17:57,United States of America,,,,,,,,,US Navy,Naples Italy,PE,Masters Degree,US Navy,"2,000,000",Public Works Officer,Full Time,Government/Municipal,Public,9,84000,0,0,0,0,0,Yes and fully covered,45,0,45,Not compensated (Exempt),Yes,No,No,3,150000,,Male,2 weeks,3 months
8/13/2022 6:24:19,United States of America,,,,,,,,,South Carolina,Greenville,PE,Bachelors Degree,,150,Project coordinator ,Full Time,Land Development,Private,4,75000,,10000,0,5,0,Yes but I still pay a premium,8,0,42,Not compensated (Exempt),No,No,No,7,100000,,Male,40,2 months
8/13/2022 6:24:19,Australia,,,,,,,Victoria,Graduate Engineer,,,,Masters Degree,,25000,Transport Engineer,Full Time,Transportation,Private,2,76000,,1000,0,0,0,No,30,3,40,Not compensated (Exempt),No,No,No,8,15000,,Male,0,0
8/13/2022 6:34:40,United Kingdom,Scotland,Glasgow,No,,,,,,,,,Masters Degree,AECOM,51000,Geotechnical Engineer,Full Time,Geotechnical,Private,5,33030,,0,0,6,0,Yes but I still pay a premium,33 days annual leave. Unsure about sick time.,Generally as many as I like.,40 to 50,Depends on the project but typically not more than straight time if at all.,No,No,No,5,43000,,Male,Unsure,Unsure
8/13/2022 6:50:31,United Kingdom,West Midlands,Birmingham ,No,,,,,,,,,Bachelors Degree,John Sisk,1700,Graduate Engineer,Full Time,Construction/Field,Private,0,30000,0,0,0,0,0,Yes and fully covered,28,0,0,Straight time (1.0x),No,No,Yes,9,35000,,Male,20,
8/13/2022 7:00:23,United States of America,,,,,,,,,North Carolina,Greensboro,EIT,Bachelors Degree,S&ME,1100,Staff Professional,Full Time,Construction/Field,Private,2,53000,,0,3,4,0,Yes but I still pay a premium,17,0,50,Roughly half time (0.5x),Yes,No,Yes,3,53000,,Male,80,120
8/13/2022 7:02:57,United States of America,,,,,,,,,Ohio,Cleveland,PE,Masters Degree,,50,Project Manager,Full Time,Government/Municipal,Private,5,80000,0,4500,0,4,0,Yes but I still pay a premium,29,0,43,Not compensated (Exempt),No,Yes,No,7,100000,,Male,0,Unknown
8/13/2022 7:04:20,Slovenia,,,,,,,,,,,,Masters Degree,,60,Project manager,Full Time,Transportation,Private,6,36000,,2000,5,5,0,Yes and fully covered,30,2,50,Time and a half (1.5x),Yes,No,No,8,50000,,Male,50,50
8/13/2022 7:06:00,United States of America,,,,,,,,,Rhode Island,Providence ,PE,Bachelors Degree,,500+,Senior Engineer ,Full Time,Construction/Field,Private,11,110000,0,15000,3,3,0,Yes but I still pay a premium,21,2,45,Straight time (1.0x),No,Yes,No,8,150000,,Male,"None, PTO only","None, PTO only"
8/13/2022 7:15:26,United States of America,,,,,,,,,Georgia,Savannah Georgia ,EIT,Bachelors Degree,,200,Civil engineer,Full Time,Government/Municipal,Public,10,74000,,0,0,4,0,Yes but I still pay a premium,10,0,48,Not compensated (Exempt),Yes,No,No,6,85000,,Male,Unknown ,Unknown
8/13/2022 7:31:57,United States of America,,,,,,,,,Pennsylvania,Philadelphia,PE,Bachelors Degree,,25,Traffic Engineer/Project Manager,Full Time,Transportation,Private,7,116480,,0,0,5,0,Yes but I still pay a premium,20,2,45,Straight time (1.0x),No,No,No,9,150000,,Male,0,
8/13/2022 7:31:58,New Zealand,,,,,,,,,,,,Bachelors Degree,,50,Graduate Structural Engineer,Full Time,Structural,Private,1,66000,,200,0,3,0,No,30,0,40,Not compensated (Exempt),No,No,No,9,75000,,Female,,1040
8/13/2022 7:32:53,United States of America,,,,,,,,,Colorado,Denver,EIT,Bachelors Degree,"R&R Engineers-Surveyors, Inc.",60,Design Engineer II,Full Time,Land Development,Private,3,75000,2500,5000,0,2.5,0,Yes but I still pay a premium,15,0,45,Not compensated (Exempt),No,Yes,No,5,85000,,Male,0,
8/13/2022 7:36:14,United States of America,,,,,,,,,Pennsylvania,Pittsburgh,EIT,Bachelors Degree,,800,Design Engineer,Full Time,Land Development,Private,3.5,72000,,1000,0,6,0,Yes but I still pay a premium,17,2 or 3,42,Not compensated (Exempt),No,No,No,8,80000,,Female,,40 hours 
8/13/2022 7:40:27,United States of America,,,,,,,,,Georgia,Atlanta,PE,Masters Degree,,55,Managing Engineer ,Full Time,Structural,Private,14,185000,10000,45000,0,0,0,Yes but I still pay a premium,Unlimited,5,40,Straight time (1.0x),No,No,No,9,250000,,Male,Unknown,Unknown
8/13/2022 7:41:05,United States of America,,,,,,,,,Texas,Temple,PE,Bachelors Degree,,8,Client Manager,Full Time,Land Development,Private,5,80000,,55000,4,0,0,Yes and fully covered,15,0,50,Bonuses pay for overtime and more,No,No,No,8,150000,My company is a bit weird. They keep salaries low but they are big on profit sharing so quarter bonuses are high. ,Male,0,0
8/13/2022 7:42:46,United States of America,,,,,,,,,South Carolina,North Augusta,PE,Masters Degree,,250,Engineer II,Full Time,Government/Municipal,Public,6,72000,,0,0,0,0,Yes and fully covered,24,0,40,Not compensated (Exempt),No,Yes,No,9,100000,"has a pension, not sure where to provide that in the form",Male,0,unsure
8/13/2022 7:44:57,United States of America,,,,,,,,,Pennsylvania,Philadelphia,EIT,Bachelors Degree,,220,Staff Engineer,Full Time,Structural,Private,5,75000,,0,4,4,0,Yes but I still pay a premium,20,2,45,Straight time (1.0x),No,Yes,No,6,85000,,Male,80,80
8/13/2022 7:47:05,United States of America,,,,,,,,,District of Columbia,"Washington, DC",EIT,Bachelors Degree,,60,Project Controls Engineer,Full Time,Construction/Field,Public,5,105000,,0,0,5,0,Yes and fully covered,10,2,40,Time and a half (1.5x),No,No,No,8,130000,,Female,,320
8/13/2022 7:48:23,Qatar,,,,,,,,,,,,Masters Degree,Midmac Contracting Co ,2000,Junior Civil Engineer,Full Time,Construction/Field,Private,2,44000,0,0,0,0,0,No,44,0,55,Not compensated (Exempt),Yes,No,No,7,65000,,Male,0,
8/13/2022 7:48:45,United States of America,,,,,,,,,Illinois,Itasca,PE,Bachelors Degree,,120,Engineer IV,Full Time,Transportation,Private,9,90000,,6500,0,2,0,Yes and fully covered,23,3,8.5,Straight time (1.0x),No,No,No,8,120000,,Male,80,
8/13/2022 7:53:24,United States of America,,,,,,,,,New York,New York,EIT,Bachelors Degree,,50000,Entry level traffic engineer ,Full Time,Transportation,Private,1,74800,0,0,0,3,0,Yes but I still pay a premium,17,5,41,Straight time (1.0x),No,No,No,7,90000,,Male,40,
8/13/2022 7:53:29,United States of America,,,,,,,,,Ohio,Columbus ,EIT,Bachelors Degree,,300,Project Engineer,Full Time,Government/Municipal,Private,4,77500,,6500,0,5,0,Yes but I still pay a premium,19,0,42,Time and a half (1.5x),No,No,No,8,86000,,Male,0,0
8/13/2022 7:53:54,United States of America,,,,,,,,,Michigan,Lansing ,PE,Bachelors Degree,,2682,Engineering Administrator ,Full Time,Transportation,Public,21,101000,,0,0,7,0,Yes but I still pay a premium,15,2,40,Not compensated (Exempt),No,Yes,No,7,120000,,Male,960,960
8/13/2022 7:57:40,United States of America,,,,,,,,,Texas,Houston,EIT,Bachelors Degree,,50,Project Coordinator ,Full Time,Land Development,Private,1,67000,2500,5000,0,4,0,Yes and fully covered,10,2,45,Not compensated (Exempt),No,No,No,8,80000,,Male,0,0
8/13/2022 7:58:33,United States of America,,,,,,,,,Texas,San Antonio,PE,Bachelors Degree,,50,Sr Project Engineer,Full Time,Land Development,Private,30,138000,,10000,0,5,0,Yes and fully covered,15,2,50,Not compensated (Exempt),No,No,No,8,160000,,Male,24,80
8/13/2022 8:02:44,United States of America,,,,,,,,,Alabama,Huntsville ,PE,Bachelors Degree,,7000,Lead Mechanical Engineer ,Full Time,Government/Municipal,Public,13,116000,,5200,0,5,0,Yes but I still pay a premium,20,7,40,Straight time (1.0x),No,Yes,No,9,140000,,Male,480,480
8/13/2022 8:04:09,United States of America,,,,,,,,,Massachusetts,Boston,EIT,Bachelors Degree,,5000,Resident Engineer 2,Full Time,Construction/Field,Private,0,68000,,3000,0,6,0,Yes and fully covered,20,0,42,Time and a half (1.5x),No,Yes,No,9,72000,,Male,Unsure,Unsure
8/13/2022 8:06:08,United States of America,,,,,,,,,Idaho,Boise,PE,Bachelors Degree,HDR,10000,Bridge Engineer ,Full Time,Bridges,Private,6,100000,10000,2500,0,5,0,Yes but I still pay a premium,15,1,40,Straight time (1.0x),No,Yes,No,9,125000,,Male,120,120
8/13/2022 8:09:57,Australia,,,,,,,Victoria,Graduate Engineer,,,,Bachelors Degree,,55000,Graduate Engineer,Full Time,Transportation,Private,0,68000,,0,0,10.5,0,No,20,3,40,Not compensated (Exempt),No,No,No,7,75000,,Male,Unsure,Unsure
8/13/2022 8:12:43,United States of America,,,,,,,,,Georgia,Atlanta ,EIT,Bachelors Degree,,1400+,Engineer ,Full Time,Structural,Private,1,77000,,0,2400,6,0,Yes but I still pay a premium,20,4,40,Straight time (1.0x),No,No,No,10,10000,,Male,160,160
8/13/2022 8:17:01,United States of America,,,,,,,,,Florida,Tampa,PE,Bachelors Degree,AECOM,50000,Civil engineer III,Full Time,Aviation ,Private,6,97000,,0,10,3,0,Yes but I still pay a premium,20,0,42,Straight time (1.0x),Yes,Yes,No,6,110000,,Male,Idk,Idk
8/13/2022 8:19:08,United States of America,,,,,,,,,Tennessee,Nashville,PE,Doctorate Degree,,42000,Water Resoueces Engineer,Full Time,Water Resources,Private,4,92500,4000,0,0,4,0,Yes but I still pay a premium,20,5,40,Straight time (1.0x),No,No,No,10,125000,,Male,0.25,
8/13/2022 8:20:39,United States of America,,,,,,,,,Massachusetts,Dedham,PE,Bachelors Degree,,21,Project Engineer ,Full Time,Land Development,Private,11,98000,,10000,0,4,0,Yes but I still pay a premium,17,3,45,Straight time (1.0x),No,No,No,5,"120,000",,Male,0,0
8/13/2022 8:21:24,United States of America,,,,,,,,,South Carolina,Columbia,EIT,Masters Degree,,1500,Civil EIT,Full Time,Water Resources,Private,2,70000,,1000,0,3,0,Yes but I still pay a premium,Unlimited,3/5,40,Straight time (1.0x),No,Yes,Yes,7,80000,,Prefer not to say,40,80
8/13/2022 8:22:50,United States of America,,,,,,,,,Texas,Austin,EIT,Bachelors Degree,CONSOR Engineers,500,EIT,Full Time,Transportation,Public,3,70000,,500,0,4,0,Yes but I still pay a premium,20,2,43,Straight time (1.0x),No,No,No,8,90000,,Male,120,120
8/13/2022 8:30:00,United States of America,,,,,,,,,New Jersey,Parsippany ,EIT,Bachelors Degree,HNTB,3400,Engineer 1,Full Time,Bridges,Public,2,80000,0,0,3,1.2,0,Yes but I still pay a premium,31,3,40,Straight time (1.0x),No,Yes,No,8,120000,,Male,Offered but unclear,Offered but unclear
8/13/2022 8:32:45,United States of America,,,,,,,,,New Jersey,Newark ,PE,Masters Degree,,250,Project Manager ,Full Time,Land Development,Private,18,130000,0,3000,0,25,0,Yes but I still pay a premium,21 days,1,45 to 50,Not compensated (Exempt),No,Yes,No,9,140000,,Male,0,0
8/13/2022 8:34:24,United States of America,,,,,,,,,Georgia,Atlanta,EIT,Bachelors Degree,,37000,Water Resources Consultant,Full Time,Water Resources,Private,1,67000,3000,0,0,3,0,Yes but I still pay a premium,16,5,45,Straight time (1.0x),No,No,Yes,7,75000,,Male,Not sure,
8/13/2022 8:37:04,Mexico,,,,,,,,,,,,Masters Degree,,"10,000",Project Manager,Full Time,Government/Municipal,Public,10,13000,,10000,0,0,500,Yes but I still pay a premium,30,0,60,Not compensated (Exempt),Yes,Yes,Yes,6,50000,,Male,40,480
8/13/2022 8:40:23,United States of America,,,,,,,,,Alabama,Birmingham ,None,Bachelors Degree,,1000ish,Civil design engineer,Full Time,Land Development,Private,3,68000,0,2500,0,0,0,Yes and fully covered,3 weeks,0,43,Not compensated (Exempt),No,Yes,No,8,"80,000",,Male,1 week,1 month 
8/13/2022 8:48:06,United States of America,,,,,,,,,Illinois,Chicago,PE,Bachelors Degree,,35000,Resident Engineer ,Full Time,Construction/Field,Public,7.5,97500,,2000,0,4,0,Yes but I still pay a premium,21,0,40,Time and a half (1.5x),No,No,Yes,5,130000,Reimbursement for PE study materials/classes. ,Male,120,120
8/13/2022 8:49:27,United States of America,,,,,,,,,Idaho,Boise,EIT,Bachelors Degree,,200,Staff Engineer ,Full Time,Land Development,Public,4,71000,3000,2000,0,4,0,Yes and fully covered,15,0,40,No overtime ,No,No,No,8,80000,,Female,,0
8/13/2022 8:50:19,United States of America,,,,,,,,,Virginia,Arlington,PE,Doctorate Degree,HNTB,5500,Engineer II,Full Time,Bridges,Private,3,94000,3000,1500,4.5,2,0,Yes but I still pay a premium,22,0,40,Straight time (1.0x),No,No,No,8,120000,,Male,80,Not sure
8/13/2022 8:51:37,United States of America,,,,,,,,,Nevada,Las Vegas,PE,Masters Degree,,"10,000",ITS Engineer,Full Time,Transportation,Private,5,98000,,0,4,4,0,Yes and fully covered,18,2,50,Not compensated (Exempt),No,Yes,No,8,Worklife balance,,Female,,80
8/13/2022 8:53:48,United States of America,,,,,,,,,Ohio,Cleveland,PE,Bachelors Degree,City of Cleveland - Water Department,1200,Consulting Engineer,Full Time,Government/Municipal,Public,16,87222,0,0,0,14,0,Yes but I still pay a premium,37,0,40,Time and a half (1.5x),No,No,No,5,100000,"Retirement is a defined benefit plan. Eligible to retire with 70.4% of salary at 55 with 32 years of service (adding 2.2% for each additional year of service).  Separate sick and vacation: 22 days vacation, 10 hr/month sick, with limits on sick time use.",Male,480 (taken out of sick time),480 (taken out of sick time)
8/13/2022 9:03:46,United States of America,,,,,,,,,Colorado,Denver,EIT,Bachelors Degree,,500,Engineering Designer ,Full Time,Land Development,Private,4.5,78500,,1400,5,7,0,Yes but I still pay a premium,17,0,42,Time and a half (1.5x),No,Yes,No,7,90000,,Male,Idk,Idk
8/13/2022 9:16:34,United States of America,,,,,,,,,Kansas,Lenexa,PE,Bachelors Degree,,28000,Structural Design Engineer,Full Time,Structural,Private,7,88000,,0,0,6,0,Yes but I still pay a premium,25,0,45,Straight time (1.0x),Yes,Yes,No,7,100000,,Male,40,
8/13/2022 9:20:12,United States of America,,,,,,,,,Virginia,Chantilly,PE,Bachelors Degree,,30,Water Resources Engineer,Full Time,Water Resources,Private,5,90000,,7500,0,3,0,Yes but I still pay a premium,18,2,45,Not compensated (Exempt),No,No,No,7,120000,,Male,0,
8/13/2022 9:20:52,United States of America,,,,,,,,,Georgia,Atlanta ,EIT,Bachelors Degree,KH,5000,Roadway analyst,Full Time,Transportation,Private,3,78500,5000,15000,0,18,0,Yes and fully covered,15,0-1,50,Not compensated (Exempt),No,No,No,7,85000,,Female,,
8/13/2022 9:26:31,Canada,,,,British Columbia,Victoria,PE,,,,,,Bachelors Degree,,30,Civil Engineer,Full Time,Land Development,Private,5,97000,0,5000,0,0,0,Yes and fully covered,5 weeks,0,45,Time and a half (1.5x),No,No,No,5,110000,,Male,Standard,Standard
8/13/2022 9:48:19,United States of America,,,,,,,,,Massachusetts,Boston,None,Bachelors Degree,MassDOT,2000?,Civil Engineer II,Full Time,Transportation,Public,2,71000,0,1000,0,0,0,Yes but I still pay a premium,28 days,4,37.5,Time and a half (1.5x),No,No,No,9,85k,,Male,unsure,unsure
8/13/2022 9:50:59,United States of America,,,,,,,,,New York,New york,PE,Masters Degree,,500,Senior structural engineer,Full Time,Bridges,Public,10,126000,,3000,0,4,0,Yes but I still pay a premium,21,2,40,Straight time (1.0x),No,No,No,7,150000,,Male,4,10
8/13/2022 10:02:35,United States of America,,,,,,,,,California,Orange,EIT,Bachelors Degree,,25,Junior project manager,Full Time,Land Development,Private,5,87360,,3000,0,1.5,0,Yes and fully covered,20,0,50,Time and a half (1.5x),No,No,No,7,110000,,Male,0,80
8/13/2022 10:06:31,Canada,,,,Quebec,gatineau,PE,,,,,,Masters Degree,,200,Project Engineer,Full Time,Government/Municipal,Public,9,101000,,0,0,2,0,Yes and fully covered,20,4,38,Not compensated (Exempt),No,No,No,8,120000,,Male,6 weeks,6 weeks
8/13/2022 10:11:19,United States of America,,,,,,,,,Maryland,Baltimore,None,Bachelors Degree,,100,Project Engineer,Full Time,Construction/Field,Private,0,72500,,1250,0,8,0,Yes but I still pay a premium,28,0,40,Time and a half (1.5x),No,No,No,8,80000,,Male,0 until after 1 year,
8/13/2022 10:12:33,United States of America,,,,,,,,,Colorado,Denver,EIT,Bachelors Degree,Colorado Department of Transportation,5000,EIT II,Full Time,Transportation,Public,2,73440,,0,0,0,0,Yes but I still pay a premium,9,3,40,"1.5x, however, we usually get 2x PTO for that week for every hour we work",No,No,No,9,100000,I love the public sector and encourage anyone looking to switch to do so ASAP.,Male,Not sure,
8/13/2022 10:22:43,Canada,,,,Ontario,Waterloo,EIT,,,,,,Bachelors Degree,Matrix,400,Water resources eit,Full Time,Water Resources,Private,2,60000,5000,5000,0,2400,0,Yes and fully covered,20,3,40,1.6x after 40,Yes,No,Yes,7,75,,Male,Canada,Canada
8/13/2022 10:30:07,United States of America,,,,,,,,,Illinois,Chicago ,EIT,Bachelors Degree,,20,Staff Engineer ,Full Time,Government/Municipal,Private,1,78000,2000,0,0,3,2500,Yes but I still pay a premium,10,2,40,Not compensated (Exempt),No,No,No,8,82000,,Male,80,80
8/13/2022 10:35:22,United States of America,,,,,,,,,North Carolina,Charlotte,EIT,Bachelors Degree,,6000+,Civil Analyst,Full Time,Land Development,Private,1,73000,1500,7000,20,8,0,Yes but I still pay a premium,21,1,44,Not compensated (Exempt),No,No,No,7,"80,000",,Male,80,160
8/13/2022 10:42:07,United States of America,,,,,,,,,Virginia,Richmond ,PE,Bachelors Degree,,7500,Senior Traffic Engineer,Full Time,Transportation,Public,9,102500,,0,0,1,0,Yes but I still pay a premium,28,2,40,Not compensated (Exempt),No,Yes,Yes,7,125000,,Male,240,240
8/13/2022 10:54:18,United States of America,,,,,,,,,California,Santa Ana,PE,Bachelors Degree,,100,Project Manager,Full Time,Land Development,Private,8,106000,,6000,0,4,0,Yes but I still pay a premium,15,5,40,Not compensated (Exempt),No,No,No,9,130000,,Male,480,120
8/13/2022 11:01:18,United States of America,,,,,,,,,Virginia,Reston,EIT,Bachelors Degree,,1000,Senior Designer,Full Time,Land Development,Private,2.5,85000,2000,5000,2,2,10000,Yes and fully covered,21,5,55,Not compensated (Exempt),No,No,No,8,150000,,Male,40,120
8/13/2022 11:19:20,United States of America,,,,,,,,,Texas,Austin ,None,Bachelors Degree,,2400,Highway Safety Engineer,Full Time,Transportation,Public,6,97000,,5000,0,5,0,Yes but I still pay a premium,32,3,40,Not compensated (Exempt),No,No,No,5,130000,,Male,2 months,
8/13/2022 11:23:05,Canada,,,,British Columbia,Kootenays ,None,,,,,,Bachelors Degree,Municipal ,50+,Chief engineer ,Full Time,Government/Municipal,Public,5,77000,,0,0,0,0,Yes but I still pay a premium,32,0,37.5,Time and a half (1.5x),No,No,Yes,9,2x,,Male,0,0
8/13/2022 11:52:30,United States of America,,,,,,,,,California,Whittier,PE,Masters Degree,,1600,Senior Project Manager ,Full Time,Environmental,Private,15,145000,0,0,6,6,0,Yes but I still pay a premium,30,5,40,Not compensated (Exempt),Yes,No,No,7,145000,,Male,40,40
8/13/2022 12:08:15,United States of America,,,,,,,,,Tennessee,Nashville ,PE,Masters Degree,,350,Geotechnical Engineer ,Full Time,Geotechnical,Private,5,78000,,0,0,4,0,Yes and fully covered,25,2,40,Not compensated (Exempt),Yes,Yes,No,4,85000,,Female,,
8/13/2022 12:11:47,United States of America,,,,,,,,,California,Livermore,EIT,Bachelors Degree,,100,Junior Engineer,Full Time,Government/Municipal,Public,5,115000,,0,0,0,0,Yes and fully covered,30,2,40,Time and a half (1.5x),No,No,No,6,140000,,Male,0,0
8/13/2022 12:14:06,Jamaica ,,,,,,,,,,,,Bachelors Degree,,20,Project Engineer ,Full Time,Construction/Field,Public,8,19000,0,0,25,0,0,Yes but I still pay a premium,10,0,40,Not compensated (Exempt),Yes,No,No,7,30000,,Male,0,0
8/13/2022 12:17:03,United States of America,,,,,,,,,Alaska,Fairbanks,EIT,Bachelors Degree,,20,Engineer Technician,Full Time,Land Surveying,Private,2,60000,,500,0,15,0,Yes and fully covered,20,0,40,Time and a half (1.5x),No,No,No,7,70000,,Male,0,0
8/13/2022 12:44:33,United States of America,,,,,,,,,Pennsylvania,Pittsburgh,EIT,Bachelors Degree,Langan,1500,Senior Staff Engineer,Full Time,Transportation,Private,3.5,72000,,5500,0,3,0,Yes but I still pay a premium,20,2,45,Straight time (1.0x),No,No,No,7,87000,PE licensure nets $500 bonus only,Male,80,160
